topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,This 15-minute video lesson gives an example involving the preimage of a set under a transformation.  It also gives a definition of kernel of a transformation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Outrage,"We may be leaving out information or disregarding it because it doesn't conform with our own beliefs.  Students will learn about confirmation bias, different perspectives and how to avoid confirmation bias.  This lesson is part of a media unit curated at our Digital Citizenship website, ""Who Am I Online?"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Outrage,"The information revolution of the 21st century is as significant and transformative as the industrial revolution of the 19th century. In this unit, students – and by proxy their families – will learn about the challenges of our current information landscape and how to navigate them. This unit is split into four modules. These modules can be done sequentially or stand on their own, depending on students’ needs and teachers’ timeframes. In this module (1 of 4), students analyze their own use of online social media platforms and learn how filter bubbles and confirmation bias shape the content of their media environment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Outrage,"This is a list of fake, false, or regularly misleading websites that are shared on Facebook and social media. Some of these websites may rely on “outrage” by using distorted headlines and decontextualized or dubious information in order to generate likes, shares, and profits. These websites are categorized with the number 1 next to them. Some websites on this list may circulate misleading and/or potentially unreliable information, and they are marked with a 2. Other websites on this list sometimes use clickbait-y headlines and social media descriptions, and they are marked with a 3. Other sources on this list are purposefully fake with the intent of satire/comedy, which can offer important critical commentary on politics and society, but have the potential to be shared as actual/literal news. They are marked with a 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,"Emphasizing the design, build, and test steps of the engineering design process, groups create a ping-pong paddle. After building their paddle, students conduct tests and compare their design to a store-bought paddle and use a Venn diagram to organize their information. Based on their results, students write product reviews for their paddle. This project allows students to build and test a design, iterate upon that design as well as explore how data analysis of a product works.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,"Deplasarea se face cu ajutorul sagetilor stanga si dreapta, astfel incat mingea sa nu atinga linia rosie din partea de jos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This activity will expose students to the types of currency from Spanish speaking countries. Students will practice numbers in Spanish and will also use adjectives to describe items that they can sell and buy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,"This activity will expose students to the types of currency from Spanish speaking countries. Students will purchase items through an ""auction"". Students will practice numbers in Spanish and will also use adjectives to describe items that they can sell and buy. Students will practice using vocabulary to persuade others to buy a product and make deals with others when purchasing the product.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This activity will expose students to using money and auction related signs. Students will practice numbers in ASL and will also use adjectives to describe items that they can sell and buy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This module will provide a brief introduction to the background and rules of the sport of water polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This activity is to expose students to other types of currency of Spanish speaking countries. Students will practice the numbers in Spanish and will use adjectives to describe items that they can sell and buy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This activity will expose students to different types of currency from Spanish speaking countries. Students will purchase items through an “auction”. Students will practice numbers in Spanish and will also use adjectives to describe items that they can sell and buy. Students will persuade others to buy a product and make deals when purchasing the product.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,This lesson is to be used as a guide for teaching students to write a swimming workout for themselves and others.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,"This lesson is to be used as a guide for introducing kayaking to students in a school setting. Students will learn the 5 basic kayaking strokes, how and why to wear a PFD, and how to use a paddle to maneuver their boat around the water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Paddle,"Paddle Wheels. Smoke Stacks.  Tow Boats.  Explore life on a river boat.  View images, videos and narrative describing historical and practical aspects of river boat life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"O material das Festas Populares visa a descobrir e assimilar a cultura própria e aleia a través da elaboração de um quadro comparativo.No final, os alumnos estarão motivados para criar a sua própria Festa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"This tutorial outlines the differences between different types of sources: scholarly journals, popular magazines, trade journals, newspapers, and book reviews.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"This edited collection brings together cutting edge insights from a range of key thinkers working in the area of popular culture and world politics (PCWP). Offering a holistic approach to this exciting field of research, it contributes to the establishment of PCWP as a sub-discipline of International Relations. Canvassing issues such as geopolitics, political identities, the War on Terror and political communication – and drawing from sources such as film, videogames, art and music – this collection is an invaluable reader for anyone interested in popular culture and world politics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"Leading up to a final argumentative research paper in my Composition 1 course, I spend several classes acquainting students with the differences between popular and peer-reviewed sources. This lesson plan spans 3 50-minute periods and includes how I move through teaching these types of sources and the resources that I use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,This handout is your roadmap to understanding the differences between scholarly and popular sources! It includes helpful examples of each source type and tips for how to distinguish between the two within library databases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"How has imperial conquest shaped urban centers in the bible? How much power did religious institution wield in the ancient near east.  This module we will examine major religious centers in Canaan, Egypt, Greece and Rome to determine the extent of imperial influence in sanctioning and/or support religious establishments.  Objectives:       Examine the impact of an imperial presence on urban religious practices.       Discuss the presence of religious diversity in an urban context       Describe the complexities attending popular and state sponsored religion       Explain the social capital of religious institutions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"This series of six lectures introduces six plays from the Elizabethan and Jacobean theatre. Once popular and now little-known, they can tell us a lot about what their first audiences enjoyed, aspired to and worried about - from immigrants in early modern London to the role of women in the household, from what religious changes might mean for attitudes to the dead to fantasies of easy money and social elevation. Each lecture outlines the play so there is no assumption you have already read it, then goes on to try to understand its historical context and its dramatic legacy, drawing parallels with modern film and contemporary culture as well as with Elizabethan material. The lecturer's aim with students in the room and with interested listeners on iTunes U is to broaden our understanding of the theatre Shakespeare wrote for by thinking about some non-Shakespearean drama, and to recreate some of the excitement and dramatic possibilities of the new, popular technology of Renaissance theatre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"Geoscientists (as do all scientists) have a duty to present facts to their audience, whether that audience is composed of other scientists or of the general public. Many scientific issues find their way into the popular press limelight and become blown out of proportion or are even presented in such a way that the articles are factually inaccurate. This activity involves critical reading of popular press articles and a little research to focus on the facts of the straight-up science. A few articles and research prompts of choice have been selected as examples.(Note: this resource was added to OER Commons as part of a batch upload of over 2,200 records. If you notice an issue with the quality of the metadata, please let us know by using the 'report' button and we will flag it for consideration.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"Each student selects a popular science book on a geoscience topic of interest to them, finds two book reviews of that book, and writes a book review that includes some description of the book as well as some commentary and review. Each student also gives a short (three-four minute) oral presentation of their review to their classmates (either stand-alone or with one Powerpoint slide).(Note: this resource was added to OER Commons as part of a batch upload of over 2,200 records. If you notice an issue with the quality of the metadata, please let us know by using the 'report' button and we will flag it for consideration.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,"This syllabus is for a 200 level Sociology of  Mass Media and Popular Culture course, that uses a combination of open-access and library licensed material. The course explores two of the most transformational and interconnected social institutions in contemporary society, mass media and popular culture. Material is included to analyze the social impact of music, film, television, social media, gaming, sport and related topics. The material also includes and annotated list of additional resournces and readings to help professors adapt this course to their own needs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,This is a Module on The Charleston and Juke Joints from a course on Dance and Popular Culture in the United States. This module includes videos about The Harlem Renaissance as well as clips of the dances. The second section is a study guide the includes reading suggestions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Popular,Send-a-problem exercise used to link economic theory covered in a labor economics course with related trends exemplified in a popular press article.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
